ZIP_Code,Restaurant_Name,Rating,Review_Count,Price_Level,Latitude,Longitude,Category,Neighborhood,Address,Price_Label,Rating_Category,Review_Volume,Restaurants_in_ZIP,ZIP_Avg_Rating,Restaurants_in_Neighborhood,Neighborhood_Avg_Rating,Market_Saturation_Index,Market_Opportunity
90254,Good Stuff - Hermosa Beach,4.7,2121,2.0,33.862595,-118.401727,Catering Service,Hermosa Beach,"1286 The Strand, Hermosa Beach, CA 90254, USA",$$,Excellent (4.5+),High Volume (1000+),20,4.57,20,4.57,0.966,Standard Market
90254,Scotty'S On The Strand,4.4,959,2.0,33.861354,-118.401417,Food,Hermosa Beach,"1100 The Strand, Hermosa Beach, CA 90254, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),20,4.57,20,4.57,0.966,Standard Market
90254,Zane'S Restaurant,4.4,356,2.0,33.862058,-118.399727,Steak House,Hermosa Beach,"1150 Hermosa Ave, Hermosa Beach, CA 90254, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),20,4.57,20,4.57,0.966,Standard Market
90254,Barsha,4.8,202,2.0,33.865901,-118.387332,Food,Hermosa Beach,"1141 Aviation Blvd, Hermosa Beach, CA 90254, USA",$$,Excellent (4.5+),Low Volume (100-499),20,4.57,20,4.57,0.966,Standard Market
90254,Hermosa Brewing Company,4.7,258,,33.863677,-118.40006,Pub,Hermosa Beach,"1342 Hermosa Ave, Hermosa Beach, CA 90254, USA",Unknown,Excellent (4.5+),Low Volume (100-499),20,4.57,20,4.57,0.966,Standard Market
90254,Fox And Farrow,4.5,104,,33.863487,-118.400016,Food,Hermosa Beach,"1332 Hermosa Ave, Hermosa Beach, CA 90254, USA",Unknown,Excellent (4.5+),Low Volume (100-499),20,4.57,20,4.57,0.966,Standard Market
90254,Stecca Taverna,4.8,31,,33.86447,-118.397023,Food,Hermosa Beach,"439 Pier Ave, Hermosa Beach, CA 90254, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),20,4.57,20,4.57,0.966,Standard Market
90501,Local Kitchen,4.6,1365,2.0,33.834467,-118.315293,Bar And Grill,Torrance,"1321 Sartori Ave, Torrance, CA 90501, USA",$$,Excellent (4.5+),High Volume (1000+),5,4.46,20,4.475,0.507,High Value Target
90503,Scardino'S Italian Restaurant,4.5,934,2.0,33.838013,-118.364611,Bar And Grill,Torrance,"4803 Torrance Blvd, Torrance, CA 90503, USA",$$,Excellent (4.5+),Medium Volume (500-999),3,4.466666666666667,20,4.475,0.447,High Value Target
90503,Lazy Dog Restaurant & Bar,4.4,2794,2.0,33.833503,-118.347245,Bar,Torrance,"3525 W Carson St, Torrance, CA 90503, USA",$$,Very Good (4.0-4.4),High Volume (1000+),3,4.466666666666667,20,4.475,0.447,High Value Target
21503,Urban Plates,4.8,3571,2.0,33.833537,-118.353357,Sandwich Shop,Torrance,"21503 Hawthorne Blvd A, Torrance, CA 90503, USA",$$,Excellent (4.5+),High Volume (1000+),1,4.8,20,4.475,0.414,High Value Target
21540,Din Tai Fung,4.6,2617,2.0,33.832787,-118.351208,Point Of Interest,Torrance,"21540 Hawthorne Blvd, Torrance, CA 90503, USA",$$,Excellent (4.5+),High Volume (1000+),1,4.6,20,4.475,0.398,High Value Target
22735,Torrance Tavern,4.4,866,2.0,33.821154,-118.351563,Bar And Grill,Torrance,"22735 Hawthorne Blvd, Torrance, CA 90505, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),1,4.4,20,4.475,0.382,High Value Target
90501,Madre! Oaxacan Restaurant And Mezcaleria,4.3,2074,2.0,33.835517,-118.314835,Point Of Interest,Torrance,"1261 Cabrillo Ave STE 100, Torrance, CA 90501, USA",$$,Very Good (4.0-4.4),High Volume (1000+),5,4.46,20,4.475,0.507,High Value Target
90505,Gaetano'S Restaurant,4.6,1045,2.0,33.793432,-118.333327,Point Of Interest,Torrance,"2731 Pacific Coast Hwy, Torrance, CA 90505, USA",$$,Excellent (4.5+),High Volume (1000+),3,4.6000000000000005,20,4.475,0.458,High Value Target
90501,92Kbbq Ayce - Torrance,4.4,549,2.0,33.831541,-118.315323,Point Of Interest,Torrance,"1925 W Carson St ste 200, Torrance, CA 90501, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),5,4.46,20,4.475,0.507,High Value Target
90505,The San Franciscan,4.5,1774,2.0,33.821851,-118.329479,Steak House,Torrance,"2520 Sepulveda Blvd, Torrance, CA 90505, USA",$$,Excellent (4.5+),High Volume (1000+),3,4.6000000000000005,20,4.475,0.458,High Value Target
90503,The Standing Room Torrance,4.5,139,2.0,33.837119,-118.348985,Point Of Interest,Torrance,"3556 Torrance Blvd, Torrance, CA 90503, USA",$$,Excellent (4.5+),Low Volume (100-499),3,4.466666666666667,20,4.475,0.447,High Value Target
21532,North Italia Del Amo,4.4,433,2.0,33.833489,-118.351243,Wine Bar,Torrance,"21532 Hawthorne Blvd, Torrance, CA 90503, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),2,4.5,20,4.475,0.42,High Value Target
24530,Truxton'S American Bistro,4.5,537,2.0,33.798433,-118.350633,Point Of Interest,Torrance,"24530 Hawthorne Blvd, Torrance, CA 90505, USA",$$,Excellent (4.5+),Medium Volume (500-999),1,4.5,20,4.475,0.39,High Value Target
21500,Bazille,4.5,229,3.0,33.834724,-118.350611,Point Of Interest,Torrance,"21500 Hawthorne Blvd, Torrance, CA 90503, USA",$$$,Excellent (4.5+),Low Volume (100-499),1,4.5,20,4.475,0.39,High Value Target
90505,Pasta Stories,4.7,6,,33.805494,-118.349315,Point Of Interest,Torrance,"3665 Pacific Coast Hwy, Torrance, CA 90505, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),3,4.6000000000000005,20,4.475,0.458,High Value Target
21770,The Brews Hall - Del Amo,4.3,576,2.0,33.828741,-118.346389,Pub,Torrance,"21770 Del Amo Cir E, Torrance, CA 90503, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),1,4.3,20,4.475,0.374,High Value Target
90501,Baekjeong Torrance,4.4,922,3.0,33.831799,-118.310015,Point Of Interest,Torrance,"1725 W Carson St, Torrance, CA 90501, USA",$$$,Very Good (4.0-4.4),Medium Volume (500-999),5,4.46,20,4.475,0.507,High Value Target
21536,Market Broiler Del Amo,4.2,105,,33.833131,-118.35124,Point Of Interest,Torrance,"21536 Hawthorne Blvd, Torrance, CA 90503, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),1,4.2,20,4.475,0.366,High Value Target
90501,Depot Restaurant,4.6,409,3.0,33.836107,-118.314457,Point Of Interest,Torrance,"1250 Cabrillo Ave, Torrance, CA 90501, USA",$$$,Excellent (4.5+),Low Volume (100-499),5,4.46,20,4.475,0.507,High Value Target
25352,Stonefire Grill,4.3,1178,2.0,33.793454,-118.330507,Point Of Interest,Torrance,"25352 Crenshaw Blvd, Torrance, CA 90505, USA",$$,Very Good (4.0-4.4),High Volume (1000+),1,4.3,20,4.475,0.374,High Value Target
21720,Darrow'S New Orleans Grill,4.7,877,2.0,33.831094,-118.26344,Point Of Interest,Carson,"21720 Avalon Blvd Suite 102-B, Carson, CA 90745, USA",$$,Excellent (4.5+),Medium Volume (500-999),2,4.6,19,4.389473684210526,0.428,High Value Target
90745,The Refinery,4.3,125,2.0,33.832157,-118.258743,Point Of Interest,Carson,"2 Civic Plaza Dr, Carson, CA 90745, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),7,4.485714285714286,19,4.389473684210526,0.569,High Value Target
20700,Cava,4.7,445,,33.843198,-118.2617,Point Of Interest,Carson,"20700 Avalon Blvd, Carson, CA 90746, USA",Unknown,Excellent (4.5+),Low Volume (100-499),1,4.7,19,4.389473684210526,0.406,High Value Target
90746,Rockin' Cajun,4.2,693,2.0,33.839837,-118.258181,Point Of Interest,Carson,"940 E Dominguez St C, Carson, CA 90746, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),3,4.133333333333333,19,4.389473684210526,0.421,High Value Target
17421,El Pescador Bar & Grill,4.2,2676,2.0,33.872181,-118.266652,Point Of Interest,Carson,"17421 Avalon Blvd A, Carson, CA 90746, USA",$$,Very Good (4.0-4.4),High Volume (1000+),1,4.2,19,4.389473684210526,0.366,High Value Target
90745,Cloud Naan,4.9,228,,33.831368,-118.269377,Point Of Interest,Carson,"424 E Carson St, Carson, CA 90745, USA",Unknown,Excellent (4.5+),Low Volume (100-499),7,4.485714285714286,19,4.389473684210526,0.569,High Value Target
90745,Hiccups,4.3,1160,2.0,33.831477,-118.26608,Coffee Shop,Carson,"552 E Carson St #103, Carson, CA 90745, USA",$$,Very Good (4.0-4.4),High Volume (1000+),7,4.485714285714286,19,4.389473684210526,0.569,High Value Target
90745,The Crab Shack At Carson,4.3,467,,33.831463,-118.266261,Point Of Interest,Carson,"552 Carson St #101, Carson, CA 90745, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),7,4.485714285714286,19,4.389473684210526,0.569,High Value Target
20220,Seoul Bap,4.7,150,2.0,33.848501,-118.264499,Catering Service,Carson,"20220 Avalon Blvd Suite B, Carson, CA 90746, USA",$$,Excellent (4.5+),Low Volume (100-499),1,4.7,19,4.389473684210526,0.406,High Value Target
90745,Back Home In Lahaina,4.6,978,2.0,33.832035,-118.267754,Catering Service,Carson,"519 Carson St, Carson, CA 90745, USA",$$,Excellent (4.5+),Medium Volume (500-999),7,4.485714285714286,19,4.389473684210526,0.569,High Value Target
18427,R & R Soulfood,4.1,1516,2.0,33.862242,-118.266575,Point Of Interest,Carson,"18427 Avalon Blvd, Carson, CA 90746, USA",$$,Very Good (4.0-4.4),High Volume (1000+),1,4.1,19,4.389473684210526,0.358,High Value Target
21720,Dog Haus,4.5,792,2.0,33.831231,-118.263432,Point Of Interest,Carson,"21720 S Avalon Blvd Suite 101, Carson, CA 90745, USA",$$,Excellent (4.5+),Medium Volume (500-999),2,4.6,19,4.389473684210526,0.428,High Value Target
90745,808 Local Hawaiian Grill,4.5,66,,33.831298,-118.281314,Point Of Interest,Carson,"238 W Carson St, Carson, CA 90745, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),7,4.485714285714286,19,4.389473684210526,0.569,High Value Target
21620,Ethan'S Belly Boink,4.5,28,1.0,33.832071,-118.285614,Point Of Interest,Carson,"21620 S Figueroa St, Carson, CA 90745, USA",$,Excellent (4.5+),Very Low Volume (<100),1,4.5,19,4.389473684210526,0.39,High Value Target
18415,Chinollo,4.8,453,2.0,33.862631,-118.267202,Juice Shop,Carson,"18415 Avalon Blvd, Carson, CA 90746, USA",$$,Excellent (4.5+),Low Volume (100-499),2,4.6,19,4.389473684210526,0.428,High Value Target
20715,Crab N Spice Carson,3.4,178,,33.84311,-118.263635,Point Of Interest,Carson,"20715 Avalon Blvd Suite101, Carson, CA 90746, USA",Unknown,Average (3.0-3.4),Low Volume (100-499),1,3.4,19,4.389473684210526,0.302,Standard Market
90746,My Father'S Barbeque,4.1,538,2.0,33.859066,-118.264322,Point Of Interest,Carson,"637 E University Dr, Carson, CA 90746, USA",$$,Very Good (4.0-4.4),Medium Volume (500-999),3,4.133333333333333,19,4.389473684210526,0.421,High Value Target
90746,M & M Soul Food,4.1,2183,2.0,33.871889,-118.270301,Point Of Interest,Carson,"335 E Albertoni St, Carson, CA 90746, USA",$$,Very Good (4.0-4.4),High Volume (1000+),3,4.133333333333333,19,4.389473684210526,0.421,High Value Target
90745,Rosario'S Italian Restaurant,4.5,525,2.0,33.832096,-118.249313,Point Of Interest,Carson,"1343 Carson St, Carson, CA 90745, USA",$$,Excellent (4.5+),Medium Volume (500-999),7,4.485714285714286,19,4.389473684210526,0.569,High Value Target
15500,Eatalian,4.6,2674,2.0,33.890907,-118.278364,Food,Gardena,"15500 S Broadway, Gardena, CA 90248, USA",$$,Excellent (4.5+),High Volume (1000+),1,4.6,20,4.5649999999999995,0.398,High Value Target
90247,Lomeli'S Italian Restaurant,4.5,1874,2.0,33.885881,-118.318731,Food,Gardena,"2223 W Redondo Beach Blvd, Gardena, CA 90247, USA",$$,Excellent (4.5+),High Volume (1000+),10,4.58,20,4.5649999999999995,0.666,High Value Target
90247,Ichiban Buffet,4.4,362,,33.891667,-118.296944,Food,Gardena,"1230 W Redondo Beach Blvd, Gardena, CA 90247, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),10,4.58,20,4.5649999999999995,0.666,High Value Target
90248,Nam Kitchen,4.8,634,2.0,33.872525,-118.303512,Food,Gardena,"1530 Artesia Blvd, Gardena, CA 90248, USA",$$,Excellent (4.5+),Medium Volume (500-999),1,4.8,20,4.5649999999999995,0.414,High Value Target
14952,Baek Am Korean Restaurant (백암순대),4.8,51,,33.895814,-118.326082,Food,Gardena,"14952 Crenshaw Blvd, Gardena, CA 90249, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),1,4.8,20,4.5649999999999995,0.414,High Value Target
90247,Spoon House Bakery And Restaurant,4.6,914,1.0,33.890057,-118.304932,Food Store,Gardena,"1601 W Redondo Beach Blvd, Gardena, CA 90247, USA",$,Excellent (4.5+),Medium Volume (500-999),10,4.58,20,4.5649999999999995,0.666,High Value Target
90247,Shin-Sen-Gumi Hakata Ramen - Gardena,4.7,1872,1.0,33.887696,-118.314032,Catering Service,Gardena,"2015 W Redondo Beach Blvd #C, Gardena, CA 90247, USA",$,Excellent (4.5+),High Volume (1000+),10,4.58,20,4.5649999999999995,0.666,High Value Target
16601,The Pan,4.4,2143,1.0,33.879916,-118.309458,Food,Gardena,"16601 S Western Ave, Gardena, CA 90247, USA",$,Very Good (4.0-4.4),High Volume (1000+),2,4.5,20,4.5649999999999995,0.42,High Value Target
90247,The Original Giuliano'S Delicatessen In Gardena,4.8,3280,1.0,33.881238,-118.294699,Deli,Gardena,"1138 W Gardena Blvd, Gardena, CA 90247, USA",$,Excellent (4.5+),High Volume (1000+),10,4.58,20,4.5649999999999995,0.666,High Value Target
15926,Ladybug Café,4.5,572,2.0,33.886006,-118.308886,Food,Gardena,"15926 S Western Ave, Gardena, CA 90247, USA",$$,Excellent (4.5+),Medium Volume (500-999),1,4.5,20,4.5649999999999995,0.39,High Value Target
16123,Azuma Japanese Restaurant,4.6,782,2.0,33.884268,-118.309447,Food,Gardena,"16123 S Western Ave, Gardena, CA 90247, USA",$$,Excellent (4.5+),Medium Volume (500-999),1,4.6,20,4.5649999999999995,0.398,High Value Target
18517,Shin-Sen-Gumi Yakitori & Chanko Gardena,4.6,800,1.0,33.862859,-118.309486,Catering Service,Gardena,"18517 S Western Ave, Gardena, CA 90248, USA",$,Excellent (4.5+),Medium Volume (500-999),1,4.6,20,4.5649999999999995,0.398,High Value Target
90247,Kotohira Restaurant,4.6,348,1.0,33.888989,-118.308783,Food,Gardena,"1747 W Redondo Beach Blvd, Gardena, CA 90247, USA",$,Excellent (4.5+),Low Volume (100-499),10,4.58,20,4.5649999999999995,0.666,High Value Target
90247,Dirt Dog - Gardena,4.6,255,2.0,33.890444,-118.300778,Food,Gardena,"1420 W Redondo Beach Blvd, Gardena, CA 90247, USA",$$,Excellent (4.5+),Low Volume (100-499),10,4.58,20,4.5649999999999995,0.666,High Value Target
90247,California Fish Grill,4.5,2126,2.0,33.873541,-118.300334,Food,Gardena,"1425 Artesia Blvd, Gardena, CA 90247, USA",$$,Excellent (4.5+),High Volume (1000+),10,4.58,20,4.5649999999999995,0.666,High Value Target
90247,88 Pocha,4.7,77,,33.88868,-118.304265,Food,Gardena,"1610 W Redondo Beach Blvd #3, Gardena, CA 90247, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),10,4.58,20,4.5649999999999995,0.666,High Value Target
90247,El Rocoto,4.4,1358,2.0,33.872105,-118.297677,Food,Gardena,"1356 Artesia Blvd, Gardena, CA 90247, USA",$$,Very Good (4.0-4.4),High Volume (1000+),10,4.58,20,4.5649999999999995,0.666,High Value Target
15915,Chon Dak,4.2,312,2.0,33.885843,-118.309483,Pub,Gardena,"15915 S Western Ave a, Gardena, CA 90247, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),1,4.2,20,4.5649999999999995,0.366,High Value Target
14800,Mr Fries Man,4.4,1645,1.0,33.896804,-118.308656,Food,Gardena,"14800 S Western Ave #108, Gardena, CA 90249, USA",$,Very Good (4.0-4.4),High Volume (1000+),1,4.4,20,4.5649999999999995,0.382,High Value Target
15707,Gardena Bowl Coffee Shop,4.6,884,1.0,33.888033,-118.292225,Diner,Gardena,"15707 S Vermont Ave, Gardena, CA 90247, USA",$,Excellent (4.5+),Medium Volume (500-999),1,4.6,20,4.5649999999999995,0.398,High Value Target
12730,Luv Ramen & Bbq,4.8,39,,33.916846,-118.351301,Meal Takeaway,Hawthorne,"12730 Hawthorne Blvd ste e, Hawthorne, CA 90250, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),1,4.8,19,4.422222222222222,0.414,High Value Target
13737,Zacatecas Restaurant,4.7,2374,1.0,33.906534,-118.36153,Point Of Interest,Hawthorne,"13737 S Inglewood Ave, Hawthorne, CA 90250, USA",$,Excellent (4.5+),High Volume (1000+),1,4.7,19,4.422222222222222,0.406,High Value Target
12520,Tapville Social - Hawthorne,4.3,51,,33.91923,-118.326318,Bar,Hawthorne,"12520 Crenshaw Blvd, Hawthorne, CA 90250, USA",Unknown,Very Good (4.0-4.4),Very Low Volume (<100),1,4.3,19,4.422222222222222,0.374,High Value Target
12101,Eureka!,4.5,1622,2.0,33.922261,-118.327292,Point Of Interest,Hawthorne,"12101 Crenshaw Blvd, Hawthorne, CA 90250, USA",$$,Excellent (4.5+),High Volume (1000+),1,4.5,19,4.422222222222222,0.39,High Value Target
90250,Sarita'S Kitchen,4.9,20,1.0,33.902174,-118.327183,Point Of Interest,Hawthorne,"3115 Rosecrans Ave, Hawthorne, CA 90250, USA",$,Excellent (4.5+),Very Low Volume (<100),4,4.525,19,4.422222222222222,0.482,High Value Target
12211,Hummus House,4.5,990,2.0,33.921598,-118.352907,Point Of Interest,Hawthorne,"12211 Hawthorne Blvd, Hawthorne, CA 90250, USA",$$,Excellent (4.5+),Medium Volume (500-999),1,4.5,19,4.422222222222222,0.39,High Value Target
90250,Bossa Nova Brazilian Cuisine,4.4,1573,2.0,33.901651,-118.354098,Bar,Hawthorne,"4460 W Rosecrans Ave, Hawthorne, CA 90250, USA",$$,Very Good (4.0-4.4),High Volume (1000+),4,4.525,19,4.422222222222222,0.482,High Value Target
90250,Mennoya Noodle House,4.7,133,2.0,33.916065,-118.339677,Point Of Interest,Hawthorne,"3800 W El Segundo Blvd Uint 101, Hawthorne, CA 90250, USA",$$,Excellent (4.5+),Low Volume (100-499),4,4.525,19,4.422222222222222,0.482,High Value Target
11644,Con Huevos,4.0,175,2.0,33.928324,-118.352184,Point Of Interest,Hawthorne,"11644 Hawthorne Blvd, Hawthorne, CA 90250, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),1,4.0,19,4.422222222222222,0.35,High Value Target
14047,Mi California,4.4,325,2.0,33.903867,-118.353013,Point Of Interest,Hawthorne,"14047 Hawthorne Blvd, Hawthorne, CA 90250, USA",$$,Very Good (4.0-4.4),Low Volume (100-499),1,4.4,19,4.422222222222222,0.382,High Value Target
12627,Tata'S Cafe,4.6,472,2.0,33.917732,-118.352893,Point Of Interest,Hawthorne,"12627 Hawthorne Blvd, Hawthorne, CA 90250, USA",$$,Excellent (4.5+),Low Volume (100-499),1,4.6,19,4.422222222222222,0.398,High Value Target
90250,Oscar'S Restaurant Bar & Grill,4.1,171,,33.916139,-118.371819,Bar And Grill,Hawthorne,"5250 W El Segundo Blvd, Hawthorne, CA 90250, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),4,4.525,19,4.422222222222222,0.482,High Value Target
13802,The Ats Kitchen,,0,2.0,33.905849,-118.361101,Point Of Interest,Hawthorne,"13802 S Inglewood Ave, Hawthorne, CA 90250, USA",$$,No Rating,No Reviews,1,,19,4.422222222222222,,Unknown
13201,The Meltdown,3.7,18,2.0,33.912555,-118.353021,Point Of Interest,Hawthorne,"13201 Hawthorne Blvd, Hawthorne, CA 90250, USA",$$,Good (3.5-3.9),Very Low Volume (<100),1,3.7,19,4.422222222222222,0.326,Moderate Value Target
11855,El Torito,4.0,2449,2.0,33.926333,-118.353875,Point Of Interest,Hawthorne,"11855 Hawthorne Blvd, Hawthorne, CA 90250, USA",$$,Very Good (4.0-4.4),High Volume (1000+),1,4.0,19,4.422222222222222,0.35,High Value Target
11437,The Den Bar And Grill,4.3,209,,33.930205,-118.352998,Bar And Grill,Hawthorne,"11437 Hawthorne Blvd, Hawthorne, CA 90250, USA",Unknown,Very Good (4.0-4.4),Low Volume (100-499),1,4.3,19,4.422222222222222,0.374,High Value Target
11908,Chips Restaurant,4.5,1105,2.0,33.925303,-118.352256,Diner,Hawthorne,"11908 Hawthorne Blvd, Hawthorne, CA 90250, USA",$$,Excellent (4.5+),High Volume (1000+),1,4.5,19,4.422222222222222,0.39,High Value Target
12918,Los Angeles Ale Works - Brewery & Tasting Room,4.7,536,,33.914839,-118.332195,Bar,Hawthorne,"12918 Cerise Ave, Hawthorne, CA 90250, USA",Unknown,Excellent (4.5+),Medium Volume (500-999),1,4.7,19,4.422222222222222,0.406,High Value Target
14319,Corner Joint,4.5,600,2.0,33.90123,-118.353592,Point Of Interest,Hawthorne,"14319 Hawthorne Blvd, Lawndale, CA 90260, USA",$$,Excellent (4.5+),Medium Volume (500-999),1,4.5,19,4.422222222222222,0.39,High Value Target
16503,Rustic Food,4.8,16,2.0,33.880882,-118.353174,Food,Lawndale,"16503 Hawthorne Blvd, Lawndale, CA 90260, USA",$$,Excellent (4.5+),Very Low Volume (<100),2,4.6,18,4.488888888888889,0.428,High Value Target
15126,Loaded Cafe Restaurants Lawndale,4.5,1580,2.0,33.893981,-118.351494,Bakery,Lawndale,"15126-B Hawthorne Blvd, Lawndale, CA 90260, USA",$$,Excellent (4.5+),High Volume (1000+),1,4.5,18,4.488888888888889,0.39,High Value Target
16711,Amo Italia,4.4,44,2.0,33.878869,-118.352906,Meal Delivery,Lawndale,"Picnic Digital Food Court - Lawndale, 16711 Hawthorne Blvd, Lawndale, CA 90260, USA",$$,Very Good (4.0-4.4),Very Low Volume (<100),5,4.4799999999999995,18,4.488888888888889,0.508,High Value Target
15714,Pacific Rim,4.5,304,1.0,33.888157,-118.35182,Food,Lawndale,"15714 Hawthorne Blvd, Lawndale, CA 90260, USA",$,Excellent (4.5+),Low Volume (100-499),1,4.5,18,4.488888888888889,0.39,High Value Target
15725,Saigon Dish Vietnamese Restaurant,4.6,1646,1.0,33.887943,-118.353667,Food,Lawndale,"Spires Court Plaza, 15725 Hawthorne Blvd #108, Lawndale, CA 90260, USA",$,Excellent (4.5+),High Volume (1000+),1,4.6,18,4.488888888888889,0.398,High Value Target
16711,Picnic Digital Food Court - Lawndale,4.6,203,,33.878648,-118.352838,Food Court,Lawndale,"16711 Hawthorne Blvd, Lawndale, CA 90260, USA",Unknown,Excellent (4.5+),Low Volume (100-499),5,4.4799999999999995,18,4.488888888888889,0.508,High Value Target
90260,Restaurant & Bar,4.5,2,,33.893114,-118.351931,Food,Lawndale,"Lawndale, CA 90260, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),3,4.6000000000000005,18,4.488888888888889,0.458,High Value Target
16711,Palmita,4.7,10,,33.878869,-118.352906,Meal Delivery,Lawndale,"16711 Hawthorne Blvd, Lawndale, CA 90260, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),5,4.4799999999999995,18,4.488888888888889,0.508,High Value Target
90260,El Amigo,4.7,1103,1.0,33.887195,-118.357791,Food,Lawndale,"4600 Manhattan Beach Blvd, Lawndale, CA 90260, USA",$,Excellent (4.5+),High Volume (1000+),3,4.6000000000000005,18,4.488888888888889,0.458,High Value Target
16711,Originstaste,4.6,9,,33.879098,-118.352948,Food,Lawndale,"16711 Hawthorne Blvd, Lawndale, CA 90260, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),5,4.4799999999999995,18,4.488888888888889,0.508,High Value Target
16606,Pollo Campero Lawndale,4.7,1094,2.0,33.879701,-118.352105,Meal Takeaway,Lawndale,"16606 Hawthorne Blvd, Lawndale, CA 90260, USA",$$,Excellent (4.5+),High Volume (1000+),1,4.7,18,4.488888888888889,0.406,High Value Target
15733,Spires Restaurant,4.3,1065,1.0,33.887614,-118.352998,Food,Lawndale,"15733 Hawthorne Blvd, Lawndale, CA 90260, USA",$,Very Good (4.0-4.4),High Volume (1000+),1,4.3,18,4.488888888888889,0.374,High Value Target
15651,Pho House - Vietnamese Restaurant,4.5,90,1.0,33.88897,-118.353217,Food,Lawndale,"15651 Hawthorne Blvd, Lawndale, CA 90260, USA",$,Excellent (4.5+),Very Low Volume (<100),2,4.35,18,4.488888888888889,0.408,High Value Target
15651,Inca Gourmet Peruvian Buffet,4.2,745,1.0,33.888993,-118.353169,Food,Lawndale,"15651 Hawthorne Blvd, Lawndale, CA 90260, USA",$,Very Good (4.0-4.4),Medium Volume (500-999),2,4.35,18,4.488888888888889,0.408,High Value Target
16711,Toast & Yolk,4.1,12,2.0,33.878869,-118.352906,Food,Lawndale,"16711 Hawthorne Blvd, Lawndale, CA 90260, USA",$$,Very Good (4.0-4.4),Very Low Volume (<100),5,4.4799999999999995,18,4.488888888888889,0.508,High Value Target
90260,Ensenada'S Surf N Turf Grill,4.6,3142,1.0,33.873118,-118.361076,Food,Lawndale,"4749 Artesia Blvd, Lawndale, CA 90260, USA",$,Excellent (4.5+),High Volume (1000+),3,4.6000000000000005,18,4.488888888888889,0.458,High Value Target
15214,Padrino'S Draft House & Grill,4.3,78,,33.893058,-118.351765,Bar And Grill,Lawndale,"15214 Hawthorne Blvd, Lawndale, CA 90260, USA",Unknown,Very Good (4.0-4.4),Very Low Volume (<100),1,4.3,18,4.488888888888889,0.374,High Value Target
15400,El Pollo Inka,4.2,2824,2.0,33.890584,-118.351783,Food,Lawndale,"15400 Hawthorne Boulevard Corner of 154 th St. & Hawthorne Bl, 15400 Hawthorne Blvd, Lawndale, CA 90260, USA",$$,Very Good (4.0-4.4),High Volume (1000+),1,4.2,18,4.488888888888889,0.366,High Value Target
90717,Lomita'S Best,4.3,651,1.0,33.801468,-118.317032,Food,Lomita,"2087 Lomita Blvd, Lomita, CA 90717, USA",$,Very Good (4.0-4.4),Medium Volume (500-999),17,4.547058823529412,20,4.555,0.874,Standard Market
90717,The Steak Library,4.6,45,2.0,33.790219,-118.313432,Steak House,Lomita,"1937 Pacific Coast Hwy, Lomita, CA 90717, USA",$$,Excellent (4.5+),Very Low Volume (<100),17,4.547058823529412,20,4.555,0.874,Standard Market
90717,Mother African Cuisine,5.0,33,,33.790756,-118.308188,Food,Lomita,"1713 257th St, Lomita, CA 90717, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),17,4.547058823529412,20,4.555,0.874,Standard Market
24516,Burnin Daylight Brewing Company,4.7,195,,33.802908,-118.319735,Food,Lomita,"24516 Narbonne Ave STE 100, Lomita, CA 90717, USA",Unknown,Excellent (4.5+),Low Volume (100-499),1,4.7,20,4.555,0.406,High Value Target
24503,The Slip Bar & Eatery - Lomita,4.6,33,,33.803017,-118.320191,Bar And Grill,Lomita,"24503 Narbonne Ave, Lomita, CA 90717, USA",Unknown,Excellent (4.5+),Very Low Volume (<100),1,4.6,20,4.555,0.398,High Value Target
90717,Hot N Tot,4.5,1271,1.0,33.789853,-118.324323,Diner,Lomita,"2347 CA-1, Lomita, CA 90717, USA",$,Excellent (4.5+),High Volume (1000+),17,4.547058823529412,20,4.555,0.874,Standard Market
